Mac_kodu,TFF_mac_linki,Ev_sahibi,Ev_sahibi_gol,Misafir_takim,Misafir_takim_gol,Stat,Ana_hakem,Tarih_saat
1005,https://www.tff.org/Default.aspx?pageId=397&macId=40367,TRABZONSPOR                                       ,1,ALTAY                                             ,0,HÜSEYİN AVNİ AKER,AHMET ÇAKAR,9.08.1996 - 19:00
1006,https://www.tff.org/Default.aspx?pageId=397&macId=40370,VANSPOR                                           ,1,GALATASARAY                                       ,2,VALİ MAHMUT YILBAŞ,ÜNSAL ÇİMEN,10.08.1996 - 16:00
1001,https://www.tff.org/Default.aspx?pageId=397&macId=40368,GENÇLERBİRLİĞİ                                    ,1,ÇANAKKALE DARDANELSPOR                            ,1,ANKARA 19 MAYIS,SABRİ ÇELİK,10.08.1996 - 16:30
1004,https://www.tff.org/Default.aspx?pageId=397&macId=40369,SARIYER                                           ,2,DENİZLİSPOR                                       ,1,YUSUF ZİYA ÖNİŞ,SEBAHATTİN BİTİRİM,10.08.1996 - 17:00
1007,https://www.tff.org/Default.aspx?pageId=397&macId=40371,BURSASPOR                                         ,2,BEŞİKTAŞ                                          ,0,BURSA ATATÜRK,İBRAHİM AKSOY,10.08.1996 - 19:00
1008,https://www.tff.org/Default.aspx?pageId=397&macId=40374,MKE ANKARAGÜCÜ                                    ,4,ZEYTİNBURNUSPOR                                   ,1,ANKARA 19 MAYIS,ADNAN ŞEKER,11.08.1996 - 16:30
1003,https://www.tff.org/Default.aspx?pageId=397&macId=40373,KOCAELİSPOR                                       ,3,GAZİANTEPSPOR                                     ,1, İSMETPAŞA,MUHİTTİN BOŞAT,11.08.1996 - 17:00
1009,https://www.tff.org/Default.aspx?pageId=397&macId=40375,İSTANBULSPOR A.Ş                                  ,1,ANTALYASPOR                                       ,0,BEŞİKTAŞ İNÖNÜ,AYHAN YÜCEBİLGİÇ,11.08.1996 - 17:00
1002,https://www.tff.org/Default.aspx?pageId=397&macId=40372,FENERBAHÇE                                        ,4,SAMSUNSPOR                                        ,1,FB ŞÜKRÜ SARACOĞLU,MUSTAFA ÇULCU,11.08.1996 - 19:00
1012,https://www.tff.org/Default.aspx?pageId=397&macId=40385,BEŞİKTAŞ                                          ,7,VANSPOR                                           ,0,BEŞİKTAŞ İNÖNÜ,EROL ERSOY,16.08.1996 - 19:00
1018,https://www.tff.org/Default.aspx?pageId=397&macId=40387,MKE ANKARAGÜCÜ                                    ,1,ANTALYASPOR                                       ,3,ANKARA 19 MAYIS,ORHAN ERDEMİR,17.08.1996 - 16:30
1013,https://www.tff.org/Default.aspx?pageId=397&macId=40386,GALATASARAY                                       ,1,TRABZONSPOR                                       ,0,ALİ SAMİ YEN,METİN TOKAT,17.08.1996 - 19:00
1011,https://www.tff.org/Default.aspx?pageId=397&macId=40389,ZEYTİNBURNUSPOR                                   ,0,BURSASPOR                                         ,1,ZEYTİNBURNU,KADİR TOZLU,18.08.1996 - 17:00
1015,https://www.tff.org/Default.aspx?pageId=397&macId=40391,DENİZLİSPOR                                       ,0,ÇANAKKALE DARDANELSPOR                            ,1,DENİZLİ ATATÜRK,ALİ ULUYOL,18.08.1996 - 17:00
