Mac_kodu,TFF_mac_linki,Ev_sahibi,Ev_sahibi_gol,Misafir_takim,Misafir_takim_gol,Stat,Ana_hakem,Tarih_saat
1004,https://www.tff.org/Default.aspx?pageId=29&macId=156923,ADANASPOR A.Ş.,1,BURSASPOR,2,5 OCAK FATİH TERİM - ADANA,HALİL UMUT MELER,19.08.2016 - 21:45
1002,https://www.tff.org/Default.aspx?pageId=29&macId=156921,TRABZONSPOR A.Ş.,2,KASIMPAŞA A.Ş.,0,HÜSEYİN AVNİ AKER - TRABZON,HÜSEYİN GÖÇEK,20.08.2016 - 19:30
1007,https://www.tff.org/Default.aspx?pageId=29&macId=156926,ÇAYKUR RİZESPOR A.Ş.,1,ATİKER KONYASPOR,1,YENİ RİZE ŞEHİR - RİZE,ÖZGÜR YANKAYA,20.08.2016 - 19:30
1006,https://www.tff.org/Default.aspx?pageId=29&macId=156925,BEŞİKTAŞ A.Ş.,4,ALANYASPOR,1,VODAFONE STADYUMU - İSTANBUL - BEŞİKTAŞ,BARIŞ ŞİMŞEK,20.08.2016 - 21:45
1003,https://www.tff.org/Default.aspx?pageId=29&macId=156922,GENÇLERBİRLİĞİ,2,GAZİANTEPSPOR,0,ANKARA 19 MAYIS - ANKARA,ÜMİT ÖZTÜRK,21.08.2016 - 19:30
1009,https://www.tff.org/Default.aspx?pageId=29&macId=156928,KAYSERİSPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2,BÜYÜKŞEHİR BELEDİYESİ KADİR HAS - KAYSERİ,YAŞAR KEMAL UĞURLU,21.08.2016 - 19:30
1001,https://www.tff.org/Default.aspx?pageId=29&macId=156920,MEDİPOL BAŞAKŞEHİR FK,1,FENERBAHÇE A.Ş.,0,3.İSTANBUL BAŞAKŞEHİR FATİH TERİM - İSTANBUL - BAŞ,ALİ PALABIYIK,21.08.2016 - 21:45
1005,https://www.tff.org/Default.aspx?pageId=29&macId=156924,ANTALYASPOR A.Ş.,0,OSMANLISPOR FUTBOL KULÜBÜ,0,ANTALYA STADYUMU - ANTALYA,ALPER ULUSOY,21.08.2016 - 21:45
1008,https://www.tff.org/Default.aspx?pageId=29&macId=156927,GALATASARAY A.Ş.,1,KARDEMİR KARABÜKSPOR,0,ALİ SAMİ YEN SPOR KOMPLEKSİ TÜRK TELEKOM STADYUMU,BÜLENT YILDIRIM,22.08.2016 - 21:45
1012,https://www.tff.org/Default.aspx?pageId=29&macId=156931,ATİKER KONYASPOR,2,BEŞİKTAŞ A.Ş.,2,KONYA BÜYÜKŞEHİR BELEDİYE STADYUMU - KONYA,CÜNEYT ÇAKIR,26.08.2016 - 21:45
