Mac_kodu,TFF_mac_linki,Ev_sahibi,Ev_sahibi_gol,Misafir_takim,Misafir_takim_gol,Stat,Ana_hakem,Tarih_saat
1009,https://www.tff.org/Default.aspx?pageId=397&macId=32346,DARDANELSPOR A.Ş.                                 ,0,FENERBAHÇE                                        ,0,18 MART,OĞUZ SARVAN,7.08.1998 - 20:00
1007,https://www.tff.org/Default.aspx?pageId=397&macId=32350,ADANASPOR A.Ş.                                    ,0,İSTANBULSPOR A.Ş.                                 ,1,TEVFİK SIRRI GÜR,YILNUR ÖNEN,8.08.1998 - 18:00
1002,https://www.tff.org/Default.aspx?pageId=397&macId=32347,TRABZONSPOR                                       ,0,GAZİANTEPSPOR                                     ,1,HÜSEYİN AVNİ AKER,METİN TOKAT,8.08.1998 - 20:00
1003,https://www.tff.org/Default.aspx?pageId=397&macId=32348,GALATASARAY                                       ,3,ALTAY                                             ,1,ALİ SAMİ YEN,SADIK İLHAN,8.08.1998 - 20:00
1006,https://www.tff.org/Default.aspx?pageId=397&macId=32349,SAMSUNSPOR                                        ,0,KOCAELİSPOR                                       ,1,SAMSUN 19 MAYIS,SERDAR ÇAKIR,8.08.1998 - 20:00
1004,https://www.tff.org/Default.aspx?pageId=397&macId=32352,SAKARYASPOR A.Ş.                                  ,0,ANTALYASPOR A.Ş.                                  ,0,SAKARYA ATATÜRK,ÇETİN SARIGÜL,9.08.1998 - 18:03
1001,https://www.tff.org/Default.aspx?pageId=397&macId=32351,BEŞİKTAŞ                                          ,4,MKE ANKARAGÜCÜ                                    ,1,FB ŞÜKRÜ SARACOĞLU,İLHAMİ KAPLAN,9.08.1998 - 20:00
1005,https://www.tff.org/Default.aspx?pageId=397&macId=32353,BURSASPOR                                         ,1,KARDEMİR D.Ç. KARABÜKSPOR                         ,2,BURSA ATATÜRK,SABİT HACIÖMEROĞLU,9.08.1998 - 20:00
1008,https://www.tff.org/Default.aspx?pageId=397&macId=32354,GENÇLERBİRLİĞİ                                    ,5,ERZURUMSPOR                                       ,1,ANKARA 19 MAYIS,İBRAHİM AKSOY,9.08.1998 - 20:00
1015,https://www.tff.org/Default.aspx?pageId=397&macId=32355,ANTALYASPOR A.Ş.                                  ,0,BEŞİKTAŞ                                          ,3,ANTALYA ATATÜRK,MURAT ILGAZ,14.08.1998 - 20:00
1018,https://www.tff.org/Default.aspx?pageId=397&macId=32356,FENERBAHÇE                                        ,3,GENÇLERBİRLİĞİ                                    ,0,FB ŞÜKRÜ SARACOĞLU,MUSTAFA ÇULCU,15.08.1998 - 20:00
1011,https://www.tff.org/Default.aspx?pageId=397&macId=32358,ERZURUMSPOR                                       ,1,ADANASPOR A.Ş.                                    ,0,CEMAL GÜRSEL,METİN SEVAL,16.08.1998 - 17:00
1010,https://www.tff.org/Default.aspx?pageId=397&macId=32357,GAZİANTEPSPOR                                     ,2,SAKARYASPOR A.Ş.                                  ,0,KAMİL OCAK,İSMET ARZUMAN,16.08.1998 - 20:00
1012,https://www.tff.org/Default.aspx?pageId=397&macId=32359,İSTANBULSPOR A.Ş.                                 ,2,SAMSUNSPOR                                        ,1,ALİ SAMİ YEN,BÜLENT UZUN,16.08.1998 - 20:00
1013,https://www.tff.org/Default.aspx?pageId=397&macId=32360,KOCAELİSPOR                                       ,2,KARDEMİR D.Ç. KARABÜKSPOR                         ,0, İSMETPAŞA,CEM TOSYALI,16.08.1998 - 20:00
1014,https://www.tff.org/Default.aspx?pageId=397&macId=32361,ALTAY                                             ,2,TRABZONSPOR                                       ,5,İZMİR ALSANCAK,MUHİTTİN BOŞAT,16.08.1998 - 20:00
1016,https://www.tff.org/Default.aspx?pageId=397&macId=32362,MKE ANKARAGÜCÜ                                    ,3,DARDANELSPOR A.Ş.                                 ,0,ANKARA 19 MAYIS,SERDAR TATLI,16.08.1998 - 20:00
1017,https://www.tff.org/Default.aspx?pageId=397&macId=32363,BURSASPOR                                         ,0,GALATASARAY                                       ,5,BURSA ATATÜRK,EROL ERSOY,16.08.1998 - 20:00
1025,https://www.tff.org/Default.aspx?pageId=397&macId=32406,ADANASPOR A.Ş.                                    ,0,FENERBAHÇE                                        ,3,5 OCAK,ÜNSAL ÇİMEN,21.08.1998 - 20:00
1021,https://www.tff.org/Default.aspx?pageId=397&macId=32407,İSTANBULSPOR A.Ş.                                 ,3,KARDEMİR D.Ç. KARABÜKSPOR                         ,0,FB ŞÜKRÜ SARACOĞLU,MUSA ERYILMAZ,22.08.1998 - 20:00
1023,https://www.tff.org/Default.aspx?pageId=397&macId=32408,TRABZONSPOR                                       ,2,BURSASPOR                                         ,0,HÜSEYİN AVNİ AKER,AYHAN YÜCEBİLGİÇ,22.08.1998 - 20:00
1024,https://www.tff.org/Default.aspx?pageId=397&macId=32409,GALATASARAY                                       ,3,KOCAELİSPOR                                       ,1,ALİ SAMİ YEN,KADİR TOZLU,22.08.1998 - 20:00
1027,https://www.tff.org/Default.aspx?pageId=397&macId=32410,SAMSUNSPOR                                        ,2,ERZURUMSPOR                                       ,4,SAMSUN 19 MAYIS,İSMET CENGİZ,22.08.1998 - 20:00
1020,https://www.tff.org/Default.aspx?pageId=397&macId=32412,SAKARYASPOR A.Ş.                                  ,1,ALTAY                                             ,2,SAKARYA ATATÜRK,MUSTAFA KALKANDELEN,23.08.1998 - 17:30
1019,https://www.tff.org/Default.aspx?pageId=397&macId=32411,DARDANELSPOR A.Ş.                                 ,1,GENÇLERBİRLİĞİ                                    ,2,18 MART,ALİ AYDIN,23.08.1998 - 20:00
1026,https://www.tff.org/Default.aspx?pageId=397&macId=32414,MKE ANKARAGÜCÜ                                    ,0,ANTALYASPOR A.Ş.                                  ,0,ANKARA 19 MAYIS,SELÇUK ŞAHİN,23.08.1998 - 20:00
1022,https://www.tff.org/Default.aspx?pageId=397&macId=32413,BEŞİKTAŞ                                          ,1,GAZİANTEPSPOR                                     ,1,BEŞİKTAŞ İNÖNÜ,ALİ ULUYOL,23.08.1998 - 20:06
