Mac_kodu,TFF_mac_linki,Ev_sahibi,Ev_sahibi_gol,Misafir_takim,Misafir_takim_gol,Stat,Ana_hakem,Tarih_saat
1003,https://www.tff.org/Default.aspx?pageId=397&macId=2,ANKARASPOR A.Ş.,1,GALATASARAY A.Ş.,1,ANKARA 19 MAYIS,CÜNEYT ÇAKIR,4.08.2006 - 21:00
1002,https://www.tff.org/Default.aspx?pageId=397&macId=3,KAYSERİSPOR,1,TRABZONSPOR A.Ş.,0,KAYSERİ ATATÜRK,CEM PAPİLA,5.08.2006 - 19:00
1006,https://www.tff.org/Default.aspx?pageId=397&macId=4,FENERBAHÇE,6,KAYSERİ ERCİYESSPOR,0,FB ŞÜKRÜ SARACOĞLU,BÜLENT DEMİRLEK,5.08.2006 - 21:30
1001,https://www.tff.org/Default.aspx?pageId=397&macId=5,GAZİANTEPSPOR,1,DENİZLİSPOR,1,KAMİL OCAK,HÜSEYİN GÖÇEK,6.08.2006 - 20:00
1004,https://www.tff.org/Default.aspx?pageId=397&macId=6,VESTEL MANİSASPOR,1,BEŞİKTAŞ A.Ş.,0,MANİSA 19 MAYIS,BÜLENT YILDIRIM,6.08.2006 - 20:00
1005,https://www.tff.org/Default.aspx?pageId=397&macId=7,BURSASPOR,0,MKE ANKARAGÜCÜ,0,BURSA ATATÜRK,MUSTAFA KAMİL ABİTOĞLU,6.08.2006 - 20:00
1007,https://www.tff.org/Default.aspx?pageId=397&macId=8,SİVASSPOR,1,GENÇLERBİRLİĞİ,2,SİVAS 4 EYLÜL,SÜLEYMAN ABAY,6.08.2006 - 20:00
1008,https://www.tff.org/Default.aspx?pageId=397&macId=9,ANTALYASPOR A.Ş.,0,ÇAYKUR RİZESPOR,0,ANTALYA ATATÜRK,İSMET ARZUMAN,6.08.2006 - 20:00
1009,https://www.tff.org/Default.aspx?pageId=397&macId=10,KONYASPOR,1,SAKARYASPOR A.Ş.,1,KONYA ATATÜRK,ÇETİN SARIGÜL,6.08.2006 - 20:00
1015,https://www.tff.org/Default.aspx?pageId=397&macId=21,BEŞİKTAŞ A.Ş.,2,GAZİANTEPSPOR,1,BEŞİKTAŞ İNÖNÜ,KUDDUSİ MÜFTÜOĞLU,11.08.2006 - 20:00
