Mac_kodu,TFF_mac_linki,Ev_sahibi,Ev_sahibi_gol,Misafir_takim,Misafir_takim_gol,Stat,Ana_hakem,Tarih_saat
1006,https://www.tff.org/Default.aspx?pageId=397&macId=62205,GALATASARAY                   ,1,BOLUSPOR                      ,1,ALİ SAMİ YEN,HASAN CEYLAN,25.08.1990 - 15:30
1008,https://www.tff.org/Default.aspx?pageId=397&macId=62207,GAZIANTEPSPOR                 ,0,BEŞİKTAŞ                      ,1,KAMİL OCAK,SADIK CEYHAN DEDA,25.08.1990 - 15:30
1004,https://www.tff.org/Default.aspx?pageId=397&macId=62203,ADANASPOR                     ,2,KONYASPOR                     ,1,5 OCAK,YUSUF NAMOĞLU,26.08.1990 
1001,https://www.tff.org/Default.aspx?pageId=397&macId=62200,KARŞIYAKA                     ,0,TRABZONSPOR                   ,2,İZMİR ATATÜRK,ÖZCAN OAL,26.08.1990 - 15:30
1002,https://www.tff.org/Default.aspx?pageId=397&macId=62201,BURSASPOR                     ,0,SARIYER                       ,2,BURSA ATATÜRK,BÜLENT YAVUZ,26.08.1990 - 15:30
1003,https://www.tff.org/Default.aspx?pageId=397&macId=62202,BAKIRKÖYSPOR                  ,7,MKE ANKARAGUCU                ,1,ŞENLİKKÖY,KAZIM ÜNLÜSOY,26.08.1990 - 15:30
1005,https://www.tff.org/Default.aspx?pageId=397&macId=62204,GENÇLERBİRLİĞİ                ,2,ZEYTINBURNUSPOR               ,0,ANKARA 19 MAYIS,AHMET AKÇAY,26.08.1990 - 15:30
1007,https://www.tff.org/Default.aspx?pageId=397&macId=62206,FENERBAHÇE                    ,1,AYDINSPOR                     ,6,FB ŞÜKRÜ SARACOĞLU,ERMAN TOROĞLU,26.08.1990 - 15:30
1011,https://www.tff.org/Default.aspx?pageId=397&macId=62210,BOLUSPOR                      ,2,FENERBAHÇE                    ,4,BOLU ŞEHİR,ENGİN KURT,1.09.1990 - 15:30
1016,https://www.tff.org/Default.aspx?pageId=397&macId=62215,BEŞİKTAŞ                      ,1,KARŞIYAKA                     ,1,BEŞİKTAŞ İNÖNÜ,AHMET ÇAKAR,1.09.1990 - 15:30
1009,https://www.tff.org/Default.aspx?pageId=397&macId=62208,TRABZONSPOR                   ,0,BURSASPOR                     ,0,HÜSEYİN AVNİ AKER,OSMAN ERDAL FIRAT,2.09.1990 - 15:30
1010,https://www.tff.org/Default.aspx?pageId=397&macId=62209,AYDINSPOR                     ,0,GAZIANTEPSPOR                 ,0,ADNAN MENDERES,ZİHNİ AKSOY,2.09.1990 - 15:30
