Mac_kodu,TFF_mac_linki,Ev_sahibi,Ev_sahibi_gol,Misafir_takim,Misafir_takim_gol,Stat,Ana_hakem,Tarih_saat,2024_25_sezon_maclari.csv,Sonuc,Ev_sahibi_ID,Misafir_ID,Hakem_ID,Gol_Farki
1000.0,https://www.tff.org/Default.aspx?pageId=29&macId=230000,İSTANBULSPOR A.Ş.,0.0,TRABZONSPOR A.Ş.,2.0,Atatürk Olimpiyat,Arda Kardeşler,05.08.2022 21:00,,2,182,157,28,-2.0
1001.0,https://www.tff.org/Default.aspx?pageId=29&macId=230001,DEMİR GRUP SİVASSPOR,1.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,Sivas 4 Eylül,Ali Şansalan,06.08.2022 19:15,,0,51,78,27,0.0
1002.0,https://www.tff.org/Default.aspx?pageId=29&macId=230002,BEŞİKTAŞ A.Ş.,1.0,YUKATEL KAYSERİSPOR,0.0,Vodafone Park,Ümit Öztürk,06.08.2022 21:45,,1,34,166,212,1.0
1003.0,https://www.tff.org/Default.aspx?pageId=29&macId=230003,VAVACARS FATİH KARAGÜMRÜK,2.0,ALANYASPOR,4.0,Atatürk Olimpiyat,Zorbay Küçük,07.08.2022 19:15,,2,162,10,196,-2.0
1004.0,https://www.tff.org/Default.aspx?pageId=29&macId=230004,BITEXEN GİRESUNSPOR,2.0,ADANA DEMİRSPOR A.Ş.,3.0,Çotanak Spor Kompleksi,Volkan Bayarslan,07.08.2022 19:15,,2,36,3,181,-1.0
1005.0,https://www.tff.org/Default.aspx?pageId=29&macId=230005,FRAPORT TAV ANTALYASPOR,0.0,GALATASARAY A.Ş.,1.0,Corendon Airlines Park,Atilla Karaoğlan,07.08.2022 21:45,,2,69,76,29,-1.0
1006.0,https://www.tff.org/Default.aspx?pageId=29&macId=230006,MEDİPOL BAŞAKŞEHİR FK,4.0,KASIMPAŞA A.Ş.,0.0,Başakşehir Fatih Terim,Ali Palabıyık,08.08.2022 19:15,,1,125,103,26,4.0
1007.0,https://www.tff.org/Default.aspx?pageId=29&macId=230007,MKE ANKARAGÜCÜ,0.0,ARABAM.COM KONYASPOR,0.0,Eryaman Stadyumu,Bahattin Şimşek,08.08.2022 21:45,,0,130,19,33,0.0
1008.0,https://www.tff.org/Default.aspx?pageId=29&macId=230008,FENERBAHÇE A.Ş.,3.0,HANGİKREDİ ÜMRANİYESPOR,3.0,Ülker Stadyumu,Yaşar Kemal Uğurlu,08.08.2022 21:45,,0,68,93,191,0.0
1009.0,https://www.tff.org/Default.aspx?pageId=29&macId=230009,TRABZONSPOR A.Ş.,1.0,ATAKAŞ HATAYSPOR,0.0,Şenol Güneş Spor Kompleksi,Abdulkadir Bitigen,12.08.2022 21:00,,1,157,20,25,1.0
1010.0,https://www.tff.org/Default.aspx?pageId=29&macId=230010,YUKATEL KAYSERİSPOR,1.0,İSTANBULSPOR A.Ş.,0.0,Kadir Has Şehir,Suat Arslanboğa,13.08.2022 19:15,,1,166,182,165,1.0
1011.0,https://www.tff.org/Default.aspx?pageId=29&macId=230011,GALATASARAY A.Ş.,0.0,BITEXEN GİRESUNSPOR,1.0,Nef Stadyumu,Kadir Sağlam,13.08.2022 21:45,,2,76,36,96,-1.0
1012.0,https://www.tff.org/Default.aspx?pageId=29&macId=230012,ADANA DEMİRSPOR A.Ş.,3.0,DEMİR GRUP SİVASSPOR,0.0,Yeni Adana Stadyumu,Mert Güzenge,13.08.2022 21:45,,1,3,51,125,3.0
1013.0,https://www.tff.org/Default.aspx?pageId=29&macId=230013,HANGİKREDİ ÜMRANİYESPOR,0.0,FRAPORT TAV ANTALYASPOR,1.0,Atatürk Olimpiyat,Çağdaş Altay,14.08.2022 19:15,,2,93,69,202,-1.0
1014.0,https://www.tff.org/Default.aspx?pageId=29&macId=230014,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,MKE ANKARAGÜCÜ,0.0,Kalyon Stadyumu,Mustafa Kürşad Filiz,14.08.2022 19:15,,1,78,130,128,1.0
1015.0,https://www.tff.org/Default.aspx?pageId=29&macId=230015,ALANYASPOR,3.0,BEŞİKTAŞ A.Ş.,3.0,Kırbıyık Holding Stadyumu,Yasin Kol,14.08.2022 21:45,,0,10,34,190,0.0
1016.0,https://www.tff.org/Default.aspx?pageId=29&macId=230016,ARABAM.COM KONYASPOR,0.0,MEDİPOL BAŞAKŞEHİR FK,0.0,Eskişehir Yeni Stadyum,Sarper Barış Saka,15.08.2022 19:15,,0,19,125,164,0.0
1017.0,https://www.tff.org/Default.aspx?pageId=29&macId=230017,KASIMPAŞA A.Ş.,0.0,FENERBAHÇE A.Ş.,6.0,Recep Tayyip Erdoğan,Mete Kalkavan,15.08.2022 21:45,,2,103,68,126,-6.0
1018.0,https://www.tff.org/Default.aspx?pageId=29&macId=230018,HANGİKREDİ ÜMRANİYESPOR,0.0,GALATASARAY A.Ş.,1.0,Atatürk Olimpiyat,Ali Şansalan,19.08.2022 21:00,,2,93,76,27,-1.0
1019.0,https://www.tff.org/Default.aspx?pageId=29&macId=230019,BITEXEN GİRESUNSPOR,1.0,KASIMPAŞA A.Ş.,0.0,Çotanak Spor Kompleksi,Bahattin Şimşek,20.08.2022 19:15,,1,36,103,33,1.0
1020.0,https://www.tff.org/Default.aspx?pageId=29&macId=230020,ATAKAŞ HATAYSPOR,1.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,2.0,Yeni Hatay Stadyumu,Atilla Karaoğlan,20.08.2022 19:15,,2,20,78,29,-1.0
1021.0,https://www.tff.org/Default.aspx?pageId=29&macId=230021,FRAPORT TAV ANTALYASPOR,5.0,TRABZONSPOR A.Ş.,2.0,Corendon Airlines Park,Volkan Bayarslan,20.08.2022 21:45,,1,69,157,181,3.0
1022.0,https://www.tff.org/Default.aspx?pageId=29&macId=230022,MEDİPOL BAŞAKŞEHİR FK,2.0,YUKATEL KAYSERİSPOR,0.0,Başakşehir Fatih Terim,Yaşar Kemal Uğurlu,21.08.2022 19:15,,1,125,166,191,2.0
1023.0,https://www.tff.org/Default.aspx?pageId=29&macId=230023,BEŞİKTAŞ A.Ş.,4.0,VAVACARS FATİH KARAGÜMRÜK,1.0,Vodafone Park,Arda Kardeşler,21.08.2022 21:45,,1,34,162,28,3.0
1024.0,https://www.tff.org/Default.aspx?pageId=29&macId=230024,İSTANBULSPOR A.Ş.,0.0,ARABAM.COM KONYASPOR,4.0,Esenyurt Necmi Kadıoğlu,Burak Şeker,22.08.2022 19:15,,2,182,19,35,-4.0
1025.0,https://www.tff.org/Default.aspx?pageId=29&macId=230025,DEMİR GRUP SİVASSPOR,1.0,ALANYASPOR,1.0,Sivas 4 Eylül,Ümit Öztürk,22.08.2022 19:15,,0,51,10,212,0.0
1026.0,https://www.tff.org/Default.aspx?pageId=29&macId=230026,FENERBAHÇE A.Ş.,4.0,ADANA DEMİRSPOR A.Ş.,2.0,Ülker Stadyumu,Abdulkadir Bitigen,22.08.2022 21:45,,1,68,3,25,2.0
1027.0,https://www.tff.org/Default.aspx?pageId=29&macId=230027,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,5.0,FRAPORT TAV ANTALYASPOR,2.0,Kalyon Stadyumu,Suat Arslanboğa,26.08.2022 21:00,,1,78,69,165,3.0
1028.0,https://www.tff.org/Default.aspx?pageId=29&macId=230028,VAVACARS FATİH KARAGÜMRÜK,4.0,MKE ANKARAGÜCÜ,1.0,Atatürk Olimpiyat,Çağdaş Altay,27.08.2022 19:15,,1,162,130,202,3.0
1029.0,https://www.tff.org/Default.aspx?pageId=29&macId=230029,ALANYASPOR,0.0,İSTANBULSPOR A.Ş.,1.0,Kırbıyık Holding Stadyumu,Mustafa Kürşad Filiz,27.08.2022 21:45,,2,10,182,128,-1.0
1030.0,https://www.tff.org/Default.aspx?pageId=29&macId=230030,ADANA DEMİRSPOR A.Ş.,1.0,HANGİKREDİ ÜMRANİYESPOR,0.0,Yeni Adana Stadyumu,Kadir Sağlam,27.08.2022 21:45,,1,3,93,96,1.0
1031.0,https://www.tff.org/Default.aspx?pageId=29&macId=230031,KASIMPAŞA A.Ş.,1.0,ATAKAŞ HATAYSPOR,0.0,Recep Tayyip Erdoğan,Mert Güzenge,28.08.2022 19:15,,1,103,20,125,1.0
1032.0,https://www.tff.org/Default.aspx?pageId=29&macId=230032,YUKATEL KAYSERİSPOR,3.0,BITEXEN GİRESUNSPOR,0.0,Kadir Has Şehir,Sarper Barış Saka,28.08.2022 19:15,,1,166,36,164,3.0
1033.0,https://www.tff.org/Default.aspx?pageId=29&macId=230033,TRABZONSPOR A.Ş.,0.0,GALATASARAY A.Ş.,0.0,Şenol Güneş Spor Kompleksi,Ali Palabıyık,28.08.2022 21:45,,0,157,76,26,0.0
1034.0,https://www.tff.org/Default.aspx?pageId=29&macId=230034,ARABAM.COM KONYASPOR,1.0,FENERBAHÇE A.Ş.,0.0,Eskişehir Yeni Stadyum,Arda Kardeşler,29.08.2022 19:15,,1,19,68,28,1.0
1035.0,https://www.tff.org/Default.aspx?pageId=29&macId=230035,BEŞİKTAŞ A.Ş.,3.0,DEMİR GRUP SİVASSPOR,1.0,Vodafone Park,Volkan Bayarslan,29.08.2022 21:45,,1,34,51,181,2.0
1036.0,https://www.tff.org/Default.aspx?pageId=29&macId=230036,HANGİKREDİ ÜMRANİYESPOR,0.0,TRABZONSPOR A.Ş.,1.0,Recep Tayyip Erdoğan,Arda Kardeşler,02.09.2022 21:00,,2,93,157,28,-1.0
1037.0,https://www.tff.org/Default.aspx?pageId=29&macId=230037,DEMİR GRUP SİVASSPOR,0.0,VAVACARS FATİH KARAGÜMRÜK,0.0,Sivas 4 Eylül,Yasin Kol,03.09.2022 19:15,,0,51,162,190,0.0
1038.0,https://www.tff.org/Default.aspx?pageId=29&macId=230038,MEDİPOL BAŞAKŞEHİR FK,2.0,ALANYASPOR,0.0,Başakşehir Fatih Terim,Ali Şansalan,03.09.2022 19:15,,1,125,10,27,2.0
1039.0,https://www.tff.org/Default.aspx?pageId=29&macId=230039,FENERBAHÇE A.Ş.,2.0,YUKATEL KAYSERİSPOR,0.0,Ülker Stadyumu,Ali Palabıyık,03.09.2022 21:45,,1,68,166,26,2.0
1040.0,https://www.tff.org/Default.aspx?pageId=29&macId=230040,BITEXEN GİRESUNSPOR,0.0,ARABAM.COM KONYASPOR,1.0,Çotanak Spor Kompleksi,Zorbay Küçük,03.09.2022 21:45,,2,36,19,196,-1.0
1041.0,https://www.tff.org/Default.aspx?pageId=29&macId=230041,ATAKAŞ HATAYSPOR,1.0,ADANA DEMİRSPOR A.Ş.,1.0,Yeni Hatay Stadyumu,Burak Şeker,04.09.2022 19:15,,0,20,3,35,0.0
1042.0,https://www.tff.org/Default.aspx?pageId=29&macId=230042,MKE ANKARAGÜCÜ,2.0,BEŞİKTAŞ A.Ş.,3.0,Eryaman Stadyumu,Mete Kalkavan,04.09.2022 21:45,,2,130,34,126,-1.0
1043.0,https://www.tff.org/Default.aspx?pageId=29&macId=230043,FRAPORT TAV ANTALYASPOR,0.0,KASIMPAŞA A.Ş.,2.0,Corendon Airlines Park,Kadir Sağlam,04.09.2022 21:45,,2,69,103,96,-2.0
1044.0,https://www.tff.org/Default.aspx?pageId=29&macId=230044,GALATASARAY A.Ş.,2.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,Nef Stadyumu,Yaşar Kemal Uğurlu,05.09.2022 21:00,,1,76,78,191,1.0
1045.0,https://www.tff.org/Default.aspx?pageId=29&macId=230045,ALANYASPOR,2.0,MKE ANKARAGÜCÜ,1.0,Kırbıyık Holding Stadyumu,Mert Güzenge,09.09.2022 20:00,,1,10,130,125,1.0
1046.0,https://www.tff.org/Default.aspx?pageId=29&macId=230046,ARABAM.COM KONYASPOR,1.0,ATAKAŞ HATAYSPOR,0.0,Eskişehir Yeni Stadyum,Tugay Kaan Numanoğlu,10.09.2022 17:00,,1,19,20,174,1.0
1047.0,https://www.tff.org/Default.aspx?pageId=29&macId=230047,VAVACARS FATİH KARAGÜMRÜK,1.0,BITEXEN GİRESUNSPOR,1.0,Atatürk Olimpiyat,Erkan Özdamar,10.09.2022 20:00,,0,162,36,64,0.0
1048.0,https://www.tff.org/Default.aspx?pageId=29&macId=230048,DEMİR GRUP SİVASSPOR,1.0,İSTANBULSPOR A.Ş.,1.0,Sivas 4 Eylül,Hüseyin Göçek,11.09.2022 17:00,,0,51,182,88,0.0
1049.0,https://www.tff.org/Default.aspx?pageId=29&macId=230049,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,HANGİKREDİ ÜMRANİYESPOR,1.0,Yeni Hatay Stadyumu,Ümit Öztürk,11.09.2022 20:00,,0,78,93,212,0.0
1050.0,https://www.tff.org/Default.aspx?pageId=29&macId=230050,KASIMPAŞA A.Ş.,2.0,GALATASARAY A.Ş.,3.0,Recep Tayyip Erdoğan,Ali Şansalan,11.09.2022 20:00,,2,103,76,27,-1.0
1051.0,https://www.tff.org/Default.aspx?pageId=29&macId=230051,YUKATEL KAYSERİSPOR,1.0,FRAPORT TAV ANTALYASPOR,0.0,Kadir Has Şehir,Bahattin Şimşek,11.09.2022 20:00,,1,166,69,33,1.0
1052.0,https://www.tff.org/Default.aspx?pageId=29&macId=230052,BEŞİKTAŞ A.Ş.,0.0,MEDİPOL BAŞAKŞEHİR FK,1.0,Vodafone Park,Halil Umut Meler,12.09.2022 19:00,,2,34,125,85,-1.0
1053.0,https://www.tff.org/Default.aspx?pageId=29&macId=230053,ADANA DEMİRSPOR A.Ş.,3.0,TRABZONSPOR A.Ş.,2.0,Yeni Adana Stadyumu,Atilla Karaoğlan,12.09.2022 21:30,,1,3,157,29,1.0
1054.0,https://www.tff.org/Default.aspx?pageId=29&macId=230054,GALATASARAY A.Ş.,2.0,ARABAM.COM KONYASPOR,1.0,Nef Stadyumu,Abdulkadir Bitigen,16.09.2022 20:00,,1,76,19,25,1.0
1055.0,https://www.tff.org/Default.aspx?pageId=29&macId=230055,ATAKAŞ HATAYSPOR,0.0,YUKATEL KAYSERİSPOR,4.0,Yeni Hatay Stadyumu,Çağdaş Altay,16.09.2022 20:00,,2,20,166,202,-4.0
1056.0,https://www.tff.org/Default.aspx?pageId=29&macId=230056,HANGİKREDİ ÜMRANİYESPOR,1.0,KASIMPAŞA A.Ş.,2.0,Recep Tayyip Erdoğan,Suat Arslanboğa,17.09.2022 17:00,,2,93,103,165,-1.0
1057.0,https://www.tff.org/Default.aspx?pageId=29&macId=230057,FRAPORT TAV ANTALYASPOR,0.0,ADANA DEMİRSPOR A.Ş.,3.0,Corendon Airlines Park,Ali Palabıyık,17.09.2022 20:00,,2,69,3,26,-3.0
1058.0,https://www.tff.org/Default.aspx?pageId=29&macId=230058,İSTANBULSPOR A.Ş.,2.0,BEŞİKTAŞ A.Ş.,2.0,Atatürk Olimpiyat,Zorbay Küçük,17.09.2022 20:00,,0,182,34,196,0.0
1059.0,https://www.tff.org/Default.aspx?pageId=29&macId=230059,TRABZONSPOR A.Ş.,3.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,2.0,Şenol Güneş Spor Kompleksi,Mete Kalkavan,18.09.2022 17:00,,1,157,78,126,1.0
1060.0,https://www.tff.org/Default.aspx?pageId=29&macId=230060,MEDİPOL BAŞAKŞEHİR FK,0.0,VAVACARS FATİH KARAGÜMRÜK,0.0,Başakşehir Fatih Terim,Bahattin Şimşek,18.09.2022 17:00,,0,125,162,33,0.0
1061.0,https://www.tff.org/Default.aspx?pageId=29&macId=230061,FENERBAHÇE A.Ş.,5.0,ALANYASPOR,0.0,Ülker Stadyumu,Hüseyin Göçek,18.09.2022 20:00,,1,68,10,88,5.0
1062.0,https://www.tff.org/Default.aspx?pageId=29&macId=230062,MKE ANKARAGÜCÜ,2.0,DEMİR GRUP SİVASSPOR,1.0,Eryaman Stadyumu,Sarper Barış Saka,18.09.2022 20:00,,1,130,51,164,1.0
1063.0,https://www.tff.org/Default.aspx?pageId=29&macId=230063,KASIMPAŞA A.Ş.,1.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,0.0,Recep Tayyip Erdoğan,Zorbay Küçük,01.10.2022 14:30,,1,103,78,196,1.0
1064.0,https://www.tff.org/Default.aspx?pageId=29&macId=230064,YUKATEL KAYSERİSPOR,1.0,TRABZONSPOR A.Ş.,2.0,Kadir Has Şehir,Ümit Öztürk,01.10.2022 17:00,,2,166,157,212,-1.0
1065.0,https://www.tff.org/Default.aspx?pageId=29&macId=230065,MKE ANKARAGÜCÜ,1.0,MEDİPOL BAŞAKŞEHİR FK,2.0,Eryaman Stadyumu,Arda Kardeşler,01.10.2022 17:00,,2,130,125,28,-1.0
1066.0,https://www.tff.org/Default.aspx?pageId=29&macId=230066,ADANA DEMİRSPOR A.Ş.,0.0,GALATASARAY A.Ş.,0.0,Yeni Adana Stadyumu,Halil Umut Meler,01.10.2022 20:00,,0,3,76,85,0.0
1067.0,https://www.tff.org/Default.aspx?pageId=29&macId=230067,DEMİR GRUP SİVASSPOR,1.0,ATAKAŞ HATAYSPOR,2.0,Sivas 4 Eylül,Erkan Özdamar,02.10.2022 14:30,,2,51,20,64,-1.0
1068.0,https://www.tff.org/Default.aspx?pageId=29&macId=230068,ALANYASPOR,1.0,BITEXEN GİRESUNSPOR,1.0,Kırbıyık Holding Stadyumu,Tugay Kaan Numanoğlu,02.10.2022 14:30,,0,10,36,174,0.0
1069.0,https://www.tff.org/Default.aspx?pageId=29&macId=230069,BEŞİKTAŞ A.Ş.,0.0,FENERBAHÇE A.Ş.,0.0,Vodafone Park,Volkan Bayarslan,02.10.2022 20:00,,0,34,68,181,0.0
1070.0,https://www.tff.org/Default.aspx?pageId=29&macId=230070,VAVACARS FATİH KARAGÜMRÜK,1.0,İSTANBULSPOR A.Ş.,2.0,Atatürk Olimpiyat,Ali Şansalan,03.10.2022 20:00,,2,162,182,27,-1.0
1071.0,https://www.tff.org/Default.aspx?pageId=29&macId=230071,ARABAM.COM KONYASPOR,1.0,HANGİKREDİ ÜMRANİYESPOR,0.0,Eskişehir Yeni Stadyum,Mustafa Kürşad Filiz,02.10.2022 17:00,,1,19,93,128,1.0
1072.0,https://www.tff.org/Default.aspx?pageId=29&macId=230072,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,ADANA DEMİRSPOR A.Ş.,1.0,Kalyon Stadyumu,Sarper Barış Saka,07.10.2022 20:00,,0,78,3,164,0.0
1073.0,https://www.tff.org/Default.aspx?pageId=29&macId=230073,İSTANBULSPOR A.Ş.,1.0,MKE ANKARAGÜCÜ,2.0,Esenyurt Necmi Kadıoğlu,Yasin Kol,08.10.2022 14:30,,2,182,130,190,-1.0
1074.0,https://www.tff.org/Default.aspx?pageId=29&macId=230074,FRAPORT TAV ANTALYASPOR,1.0,ARABAM.COM KONYASPOR,1.0,Corendon Airlines Park,Mert Güzenge,08.10.2022 17:00,,0,69,19,125,0.0
1075.0,https://www.tff.org/Default.aspx?pageId=29&macId=230075,BITEXEN GİRESUNSPOR,0.0,BEŞİKTAŞ A.Ş.,1.0,Çotanak Spor Kompleksi,Yaşar Kemal Uğurlu,08.10.2022 20:00,,2,36,34,191,-1.0
1076.0,https://www.tff.org/Default.aspx?pageId=29&macId=230076,HANGİKREDİ ÜMRANİYESPOR,2.0,YUKATEL KAYSERİSPOR,2.0,Recep Tayyip Erdoğan,Burak Şeker,09.10.2022 14:30,,0,93,166,35,0.0
1077.0,https://www.tff.org/Default.aspx?pageId=29&macId=230077,ATAKAŞ HATAYSPOR,1.0,ALANYASPOR,0.0,Yeni Hatay Stadyumu,Abdulkadir Bitigen,09.10.2022 17:00,,1,20,10,25,1.0
1078.0,https://www.tff.org/Default.aspx?pageId=29&macId=230078,FENERBAHÇE A.Ş.,5.0,VAVACARS FATİH KARAGÜMRÜK,4.0,Ülker Stadyumu,Atilla Karaoğlan,09.10.2022 20:00,,1,68,162,29,1.0
1079.0,https://www.tff.org/Default.aspx?pageId=29&macId=230079,TRABZONSPOR A.Ş.,0.0,KASIMPAŞA A.Ş.,0.0,Şenol Güneş Spor Kompleksi,Hüseyin Göçek,10.10.2022 20:00,,0,157,103,88,0.0
1080.0,https://www.tff.org/Default.aspx?pageId=29&macId=230080,MEDİPOL BAŞAKŞEHİR FK,0.0,DEMİR GRUP SİVASSPOR,2.0,Başakşehir Fatih Terim,Kadir Sağlam,10.10.2022 20:00,,2,125,51,96,-2.0
1081.0,https://www.tff.org/Default.aspx?pageId=29&macId=230081,ALANYASPOR,3.0,FRAPORT TAV ANTALYASPOR,2.0,Kırbıyık Holding Stadyumu,Yaşar Kemal Uğurlu,14.10.2022 20:00,,1,10,69,191,1.0
1082.0,https://www.tff.org/Default.aspx?pageId=29&macId=230082,VAVACARS FATİH KARAGÜMRÜK,3.0,ATAKAŞ HATAYSPOR,0.0,Atatürk Olimpiyat,Volkan Bayarslan,15.10.2022 14:30,,1,162,20,181,3.0
1083.0,https://www.tff.org/Default.aspx?pageId=29&macId=230083,KASIMPAŞA A.Ş.,1.0,ADANA DEMİRSPOR A.Ş.,4.0,Recep Tayyip Erdoğan,Tugay Kaan Numanoğlu,15.10.2022 17:00,,2,103,3,174,-3.0
1084.0,https://www.tff.org/Default.aspx?pageId=29&macId=230084,ARABAM.COM KONYASPOR,0.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,Eskişehir Yeni Stadyum,Çağdaş Altay,15.10.2022 20:00,,2,19,78,202,-1.0
1085.0,https://www.tff.org/Default.aspx?pageId=29&macId=230085,YUKATEL KAYSERİSPOR,2.0,GALATASARAY A.Ş.,1.0,Kadir Has Şehir,Arda Kardeşler,15.10.2022 20:00,,1,166,76,28,1.0
1086.0,https://www.tff.org/Default.aspx?pageId=29&macId=230086,MEDİPOL BAŞAKŞEHİR FK,2.0,İSTANBULSPOR A.Ş.,0.0,Başakşehir Fatih Terim,Erkan Özdamar,16.10.2022 17:00,,1,125,182,64,2.0
1087.0,https://www.tff.org/Default.aspx?pageId=29&macId=230087,BEŞİKTAŞ A.Ş.,2.0,TRABZONSPOR A.Ş.,2.0,Vodafone Park,Ali Şansalan,16.10.2022 20:00,,0,34,157,27,0.0
1088.0,https://www.tff.org/Default.aspx?pageId=29&macId=230088,DEMİR GRUP SİVASSPOR,3.0,BITEXEN GİRESUNSPOR,0.0,Sivas 4 Eylül,Bahattin Şimşek,17.10.2022 20:00,,1,51,36,33,3.0
1089.0,https://www.tff.org/Default.aspx?pageId=29&macId=230089,MKE ANKARAGÜCÜ,0.0,FENERBAHÇE A.Ş.,3.0,Eryaman Stadyumu,Halil Umut Meler,17.10.2022 20:00,,2,130,68,85,-3.0
1090.0,https://www.tff.org/Default.aspx?pageId=29&macId=230090,FRAPORT TAV ANTALYASPOR,2.0,İSTANBULSPOR A.Ş.,1.0,Corendon Airlines Park,Ümit Öztürk,21.10.2022 20:00,,1,69,182,212,1.0
1091.0,https://www.tff.org/Default.aspx?pageId=29&macId=230091,HANGİKREDİ ÜMRANİYESPOR,1.0,VAVACARS FATİH KARAGÜMRÜK,3.0,Esenyurt Necmi Kadıoğlu,Mert Güzenge,22.10.2022 14:30,,2,93,162,125,-2.0
1092.0,https://www.tff.org/Default.aspx?pageId=29&macId=230092,TRABZONSPOR A.Ş.,1.0,DEMİR GRUP SİVASSPOR,0.0,Şenol Güneş Spor Kompleksi,Abdulkadir Bitigen,22.10.2022 17:00,,1,157,51,25,1.0
1093.0,https://www.tff.org/Default.aspx?pageId=29&macId=230093,FENERBAHÇE A.Ş.,1.0,MEDİPOL BAŞAKŞEHİR FK,0.0,Ülker Stadyumu,Zorbay Küçük,22.10.2022 20:00,,1,68,125,196,1.0
1094.0,https://www.tff.org/Default.aspx?pageId=29&macId=230094,KASIMPAŞA A.Ş.,0.0,YUKATEL KAYSERİSPOR,1.0,Recep Tayyip Erdoğan,Mustafa Kürşad Filiz,23.10.2022 14:30,,2,103,166,128,-1.0
1095.0,https://www.tff.org/Default.aspx?pageId=29&macId=230095,ADANA DEMİRSPOR A.Ş.,1.0,ARABAM.COM KONYASPOR,1.0,Yeni Adana Stadyumu,Hüseyin Göçek,23.10.2022 17:00,,0,3,19,88,0.0
1096.0,https://www.tff.org/Default.aspx?pageId=29&macId=230096,GALATASARAY A.Ş.,2.0,ALANYASPOR,2.0,Nef Stadyumu,Ali Palabıyık,23.10.2022 20:00,,0,76,10,26,0.0
1097.0,https://www.tff.org/Default.aspx?pageId=29&macId=230097,BITEXEN GİRESUNSPOR,1.0,MKE ANKARAGÜCÜ,1.0,Çotanak Spor Kompleksi,Suat Arslanboğa,24.10.2022 20:00,,0,36,130,165,0.0
1098.0,https://www.tff.org/Default.aspx?pageId=29&macId=230098,ATAKAŞ HATAYSPOR,2.0,BEŞİKTAŞ A.Ş.,1.0,Yeni Hatay Stadyumu,Kadir Sağlam,24.10.2022 20:00,,1,20,34,96,1.0
1099.0,https://www.tff.org/Default.aspx?pageId=29&macId=230099,VAVACARS FATİH KARAGÜMRÜK,0.0,GALATASARAY A.Ş.,2.0,Atatürk Olimpiyat,Bahattin Şimşek,28.10.2022 20:00,,2,162,76,33,-2.0
1100.0,https://www.tff.org/Default.aspx?pageId=29&macId=230100,ARABAM.COM KONYASPOR,1.0,KASIMPAŞA A.Ş.,1.0,Atatürk Olimpiyat,Atilla Karaoğlan,29.10.2022 14:30,,0,19,103,29,0.0
1101.0,https://www.tff.org/Default.aspx?pageId=29&macId=230101,ALANYASPOR,2.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,0.0,Kırbıyık Holding Stadyumu,Arda Kardeşler,29.10.2022 20:00,,1,10,78,28,2.0
1102.0,https://www.tff.org/Default.aspx?pageId=29&macId=230102,MKE ANKARAGÜCÜ,4.0,ATAKAŞ HATAYSPOR,1.0,Eryaman Stadyumu,Yaşar Kemal Uğurlu,30.10.2022 14:30,,1,130,20,191,3.0
1103.0,https://www.tff.org/Default.aspx?pageId=29&macId=230103,YUKATEL KAYSERİSPOR,2.0,ADANA DEMİRSPOR A.Ş.,2.0,Kadir Has Şehir,Volkan Bayarslan,30.10.2022 17:00,,0,166,3,181,0.0
1104.0,https://www.tff.org/Default.aspx?pageId=29&macId=230104,BEŞİKTAŞ A.Ş.,5.0,HANGİKREDİ ÜMRANİYESPOR,2.0,Vodafone Park,Tugay Kaan Numanoğlu,30.10.2022 17:00,,1,34,93,174,3.0
1105.0,https://www.tff.org/Default.aspx?pageId=29&macId=230105,İSTANBULSPOR A.Ş.,2.0,FENERBAHÇE A.Ş.,5.0,Atatürk Olimpiyat,Mustafa Kürşad Filiz,30.10.2022 20:00,,2,182,68,128,-3.0
1106.0,https://www.tff.org/Default.aspx?pageId=29&macId=230106,DEMİR GRUP SİVASSPOR,0.0,FRAPORT TAV ANTALYASPOR,2.0,Sivas 4 Eylül,Mete Kalkavan,31.10.2022 20:00,,2,51,69,126,-2.0
1107.0,https://www.tff.org/Default.aspx?pageId=29&macId=230107,MEDİPOL BAŞAKŞEHİR FK,3.0,BITEXEN GİRESUNSPOR,1.0,Başakşehir Fatih Terim,Mert Güzenge,31.10.2022 20:00,,1,125,36,125,2.0
1108.0,https://www.tff.org/Default.aspx?pageId=29&macId=230108,HANGİKREDİ ÜMRANİYESPOR,3.0,ALANYASPOR,1.0,Ümraniye Hekimbaşı,Ali Şansalan,04.11.2022 20:00,,1,93,10,27,2.0
1109.0,https://www.tff.org/Default.aspx?pageId=29&macId=230109,KASIMPAŞA A.Ş.,1.0,MKE ANKARAGÜCÜ,1.0,Recep Tayyip Erdoğan,Suat Arslanboğa,04.11.2022 20:00,,0,103,130,165,0.0
