Mac_kodu,TFF_mac_linki,Ev_sahibi,Ev_sahibi_gol,Misafir_takim,Misafir_takim_gol,Stat,Ana_hakem,Tarih_saat,2024_25_sezon_maclari.csv,Sonuc,Ev_sahibi_ID,Misafir_ID,Hakem_ID,Gol_Farki
1217.0,https://www.tff.org/Default.aspx?pageId=397&macId=19457,GÖZTEPE A.Ş.                                      ,2.0,GALATASARAY                                       ,0.0,İZMİR ATATÜRK,KUDDUSİ MÜFTÜOĞLU,3.03.2002 - 19:00,,1,91,75,94,2.0
1232.0,https://www.tff.org/Default.aspx?pageId=397&macId=19560,MKE ANKARAGÜCÜ                                    ,1.0,DİYARBAKIRSPOR                                    ,1.0,ANKARA 19 MAYIS,CÜNEYT ÇAKIR,8.03.2002 - 20:00,,0,132,56,48,0.0
1226.0,https://www.tff.org/Default.aspx?pageId=397&macId=19561,ÇAYKUR RİZESPOR                                   ,1.0,GENÇLERBİRLİĞİ                                    ,2.0,RİZE ATATÜRK,CEM TOSYALI,9.03.2002 - 13:30,,2,175,85,45,-1.0
1227.0,https://www.tff.org/Default.aspx?pageId=397&macId=19562,SAMSUNSPOR                                        ,0.0,İSTANBULSPOR A.Ş.                                 ,1.0,SAMSUN 19 MAYIS,MURAT ILGAZ,9.03.2002 - 13:30,,2,143,183,112,-1.0
1228.0,https://www.tff.org/Default.aspx?pageId=397&macId=19563,YİMPAŞ YOZGATSPOR A.Ş.                            ,2.0,TRABZONSPOR                                       ,3.0,YOZGAT BOZOK,MUHİTTİN BOŞAT,9.03.2002 - 13:30,,2,168,156,111,-1.0
1229.0,https://www.tff.org/Default.aspx?pageId=397&macId=19564,GALATASARAY                                       ,1.0,BEŞİKTAŞ                                          ,0.0,ALİ SAMİ YEN,ORHAN ERDEMİR,9.03.2002 - 19:05,,1,75,33,135,1.0
1230.0,https://www.tff.org/Default.aspx?pageId=397&macId=19565,DENİZLİSPOR                                       ,2.0,GÖZTEPE A.Ş.                                      ,1.0,DENİZLİ ATATÜRK,SEBAHATTİN ŞAHİN,10.03.2002 - 13:30,,1,54,91,151,1.0
1233.0,https://www.tff.org/Default.aspx?pageId=397&macId=19567,KOCAELİSPOR                                       ,1.0,BURSASPOR                                         ,2.0, İSMETPAŞA,İSMET ARZUMAN,10.03.2002 - 13:30,,2,111,42,218,-1.0
1234.0,https://www.tff.org/Default.aspx?pageId=397&macId=19568,MALATYASPOR                                       ,1.0,GAZİANTEPSPOR                                     ,1.0,MALATYA İNÖNÜ,METİN TOKAT,10.03.2002 - 13:30,,0,121,81,109,0.0
1231.0,https://www.tff.org/Default.aspx?pageId=397&macId=19566,ANTALYASPOR A.Ş.                                  ,0.0,FENERBAHÇE                                        ,1.0,ANTALYA ATATÜRK,EROL ERSOY,10.03.2002 - 19:00,,2,18,67,62,-1.0
1243.0,https://www.tff.org/Default.aspx?pageId=397&macId=19670,BEŞİKTAŞ                                          ,2.0,DENİZLİSPOR                                       ,2.0,BEŞİKTAŞ İNÖNÜ,METİN TOKAT,15.03.2002 - 20:00,,0,33,54,109,0.0
1235.0,https://www.tff.org/Default.aspx?pageId=397&macId=19671,GÖZTEPE A.Ş.                                      ,2.0,ÇAYKUR RİZESPOR                                   ,3.0,İZMİR ALSANCAK,KAZIM ERÇAKIR,16.03.2002 - 13:30,,2,91,175,91,-1.0
1240.0,https://www.tff.org/Default.aspx?pageId=397&macId=19673,GAZİANTEPSPOR                                     ,2.0,İSTANBULSPOR A.Ş.                                 ,2.0,KAMİL OCAK,ÇETİN SARIGÜL,16.03.2002 - 13:30,,0,81,183,201,0.0
1236.0,https://www.tff.org/Default.aspx?pageId=397&macId=19672,BURSASPOR                                         ,3.0,YİMPAŞ YOZGATSPOR A.Ş.                            ,1.0,BURSA ATATÜRK,REHA BİÇİCİ,16.03.2002 - 19:00,,1,42,168,143,2.0
1239.0,https://www.tff.org/Default.aspx?pageId=397&macId=19675,SAMSUNSPOR                                        ,2.0,MKE ANKARAGÜCÜ                                    ,0.0,SAMSUN 19 MAYIS,SELÇUK DERELİ,17.03.2002 - 13:30,,1,143,132,154,2.0
1242.0,https://www.tff.org/Default.aspx?pageId=397&macId=19677,GENÇLERBİRLİĞİ                                    ,1.0,ANTALYASPOR A.Ş.                                  ,0.0,ANKARA 19 MAYIS,BÜLENT DEMİRLEK,17.03.2002 - 13:30,,1,85,18,37,1.0
1238.0,https://www.tff.org/Default.aspx?pageId=397&macId=19674,DİYARBAKIRSPOR                                    ,1.0,KOCAELİSPOR                                       ,1.0,DİYARBAKIR ATATÜRK,MUSA ERYILMAZ,17.03.2002 - 13:31,,0,56,111,114,0.0
1241.0,https://www.tff.org/Default.aspx?pageId=397&macId=19676,FENERBAHÇE                                        ,2.0,MALATYASPOR                                       ,2.0,FB ŞÜKRÜ SARACOĞLU,SERDAR TATLI,17.03.2002 - 19:00,,0,67,121,157,0.0
1237.0,https://www.tff.org/Default.aspx?pageId=397&macId=19986,TRABZONSPOR                                       ,0.0,GALATASARAY                                       ,2.0,HÜSEYİN AVNİ AKER,BÜLENT UZUN,3.04.2002 - 19:00,,2,156,75,38,-2.0
1246.0,https://www.tff.org/Default.aspx?pageId=397&macId=19778,FENERBAHÇE                                        ,4.0,GAZİANTEPSPOR                                     ,1.0,FB ŞÜKRÜ SARACOĞLU,ALİ AYDIN,22.03.2002 - 20:00,,1,67,81,13,3.0
1244.0,https://www.tff.org/Default.aspx?pageId=397&macId=19779,SAMSUNSPOR                                        ,0.0,KOCAELİSPOR                                       ,0.0,SAMSUN 19 MAYIS,MUHİTTİN BOŞAT,23.03.2002 - 14:30,,0,143,111,111,0.0
1245.0,https://www.tff.org/Default.aspx?pageId=397&macId=19780,YİMPAŞ YOZGATSPOR A.Ş.                            ,2.0,DİYARBAKIRSPOR                                    ,0.0,YOZGAT BOZOK,EROL ERSOY,23.03.2002 - 14:30,,1,168,56,62,2.0
1252.0,https://www.tff.org/Default.aspx?pageId=397&macId=19782,DENİZLİSPOR                                       ,2.0,TRABZONSPOR                                       ,1.0,DENİZLİ ATATÜRK,KUDDUSİ MÜFTÜOĞLU,23.03.2002 - 14:30,,1,54,156,94,1.0
1251.0,https://www.tff.org/Default.aspx?pageId=397&macId=19781,GALATASARAY                                       ,2.0,BURSASPOR                                         ,1.0,ALİ SAMİ YEN,MUSTAFA ÇULCU,23.03.2002 - 19:00,,1,75,42,121,1.0
1248.0,https://www.tff.org/Default.aspx?pageId=397&macId=19784,ANTALYASPOR A.Ş.                                  ,2.0,GÖZTEPE A.Ş.                                      ,0.0,ANTALYA ATATÜRK,MURAT ILGAZ,24.03.2002 - 14:30,,1,18,91,112,2.0
1249.0,https://www.tff.org/Default.aspx?pageId=397&macId=19785,MALATYASPOR                                       ,1.0,GENÇLERBİRLİĞİ                                    ,0.0,MALATYA İNÖNÜ,MUSA ERYILMAZ,24.03.2002 - 14:30,,1,121,85,114,1.0
1250.0,https://www.tff.org/Default.aspx?pageId=397&macId=19786,MKE ANKARAGÜCÜ                                    ,4.0,İSTANBULSPOR A.Ş.                                 ,2.0,ANKARA 19 MAYIS,SABİT HACIÖMEROĞLU,24.03.2002 - 14:30,,1,132,183,146,2.0
1247.0,https://www.tff.org/Default.aspx?pageId=397&macId=19783,ÇAYKUR RİZESPOR                                   ,1.0,BEŞİKTAŞ                                          ,3.0,RİZE ATATÜRK,BÜLENT UZUN,24.03.2002 - 19:00,,2,175,33,38,-2.0
1260.0,https://www.tff.org/Default.aspx?pageId=397&macId=19888,BEŞİKTAŞ                                          ,0.0,ANTALYASPOR A.Ş.                                  ,0.0,BEŞİKTAŞ İNÖNÜ,SERDAR TATLI,29.03.2002 - 20:00,,0,33,18,157,0.0
1254.0,https://www.tff.org/Default.aspx?pageId=397&macId=19889,TRABZONSPOR                                       ,2.0,ÇAYKUR RİZESPOR                                   ,1.0,HÜSEYİN AVNİ AKER,MUHİTTİN BOŞAT,30.03.2002 - 14:30,,1,156,175,111,1.0
1257.0,https://www.tff.org/Default.aspx?pageId=397&macId=19891,İSTANBULSPOR A.Ş.                                 ,0.0,KOCAELİSPOR                                       ,1.0,GÜNGÖREN BELEDİYE,SELÇUK DERELİ,30.03.2002 - 14:30,,2,183,111,154,-1.0
1258.0,https://www.tff.org/Default.aspx?pageId=397&macId=19892,GAZİANTEPSPOR                                     ,1.0,MKE ANKARAGÜCÜ                                    ,1.0,KAMİL OCAK,ORHAN ERDEMİR,30.03.2002 - 14:30,,0,81,132,135,0.0
1256.0,https://www.tff.org/Default.aspx?pageId=397&macId=19890,DİYARBAKIRSPOR                                    ,0.0,GALATASARAY                                       ,0.0,DİYARBAKIR ATATÜRK,ÜNSAL ÇİMEN,30.03.2002 - 19:00,,0,56,75,211,0.0
1253.0,https://www.tff.org/Default.aspx?pageId=397&macId=19893,GÖZTEPE A.Ş.                                      ,2.0,MALATYASPOR                                       ,1.0,İZMİR ALSANCAK,YILNUR ÖNEN,31.03.2002 - 14:30,,1,91,121,186,1.0
1255.0,https://www.tff.org/Default.aspx?pageId=397&macId=19894,SAMSUNSPOR                                        ,0.0,YİMPAŞ YOZGATSPOR A.Ş.                            ,0.0,SAMSUN 19 MAYIS,KUDDUSİ MÜFTÜOĞLU,31.03.2002 - 14:30,,0,143,168,94,0.0
1261.0,https://www.tff.org/Default.aspx?pageId=397&macId=19896,BURSASPOR                                         ,3.0,DENİZLİSPOR                                       ,3.0,BURSA ATATÜRK,İSMET ARZUMAN,31.03.2002 - 14:30,,0,42,54,218,0.0
1259.0,https://www.tff.org/Default.aspx?pageId=397&macId=19895,GENÇLERBİRLİĞİ                                    ,1.0,FENERBAHÇE                                        ,1.0,ANKARA 19 MAYIS,MUSTAFA ÇULCU,31.03.2002 - 19:00,,0,85,67,121,0.0
1265.0,https://www.tff.org/Default.aspx?pageId=397&macId=19988,FENERBAHÇE                                        ,3.0,GÖZTEPE A.Ş.                                      ,0.0,FB ŞÜKRÜ SARACOĞLU,KUDDUSİ MÜFTÜOĞLU,5.04.2002 - 20:00,,1,67,91,94,3.0
1263.0,https://www.tff.org/Default.aspx?pageId=397&macId=19989,DENİZLİSPOR                                       ,2.0,DİYARBAKIRSPOR                                    ,1.0,DENİZLİ ATATÜRK,SELÇUK DERELİ,6.04.2002 - 14:30,,1,54,56,154,1.0
1264.0,https://www.tff.org/Default.aspx?pageId=397&macId=19990,ÇAYKUR RİZESPOR                                   ,3.0,BURSASPOR                                         ,1.0,RİZE ATATÜRK,ÇETİN SARIGÜL,6.04.2002 - 14:30,,1,175,42,201,2.0
1270.0,https://www.tff.org/Default.aspx?pageId=397&macId=19991,GENÇLERBİRLİĞİ                                    ,1.0,GAZİANTEPSPOR                                     ,1.0,ANKARA 19 MAYIS,İSMET ARZUMAN,6.04.2002 - 19:00,,0,85,81,218,0.0
1262.0,https://www.tff.org/Default.aspx?pageId=397&macId=19992,MALATYASPOR                                       ,0.0,BEŞİKTAŞ                                          ,1.0,MALATYA İNÖNÜ,ALİ AYDIN,7.04.2002 - 14:30,,2,121,33,13,-1.0
1266.0,https://www.tff.org/Default.aspx?pageId=397&macId=19993,KOCAELİSPOR                                       ,4.0,MKE ANKARAGÜCÜ                                    ,4.0, İSMETPAŞA,İSMET CENGİZ,7.04.2002 - 14:30,,0,111,132,219,0.0
1267.0,https://www.tff.org/Default.aspx?pageId=397&macId=19994,YİMPAŞ YOZGATSPOR A.Ş.                            ,1.0,İSTANBULSPOR A.Ş.                                 ,1.0,YOZGAT BOZOK,MUTLU ÇELİK,7.04.2002 - 14:30,,0,168,183,124,0.0
1269.0,https://www.tff.org/Default.aspx?pageId=397&macId=19996,ANTALYASPOR A.Ş.                                  ,4.0,TRABZONSPOR                                       ,2.0,ANTALYA ATATÜRK,KADİR TOZLU,7.04.2002 - 14:30,,1,18,156,90,2.0
1268.0,https://www.tff.org/Default.aspx?pageId=397&macId=19995,SAMSUNSPOR                                        ,0.0,GALATASARAY                                       ,1.0,SAMSUN 19 MAYIS,SERDAR TATLI,7.04.2002 - 19:00,,2,143,75,157,-1.0
1276.0,https://www.tff.org/Default.aspx?pageId=397&macId=20087,TRABZONSPOR                                       ,0.0,MALATYASPOR                                       ,0.0,HÜSEYİN AVNİ AKER,MUSTAFA ÇULCU,12.04.2002 - 20:00,,0,156,121,121,0.0
1271.0,https://www.tff.org/Default.aspx?pageId=397&macId=20088,GÖZTEPE A.Ş.                                      ,1.0,GENÇLERBİRLİĞİ                                    ,1.0,İZMİR ALSANCAK,SELÇUK DERELİ,13.04.2002 - 14:30,,0,91,85,154,0.0
1273.0,https://www.tff.org/Default.aspx?pageId=397&macId=20089,MKE ANKARAGÜCÜ                                    ,1.0,YİMPAŞ YOZGATSPOR A.Ş.                            ,1.0,ANKARA 19 MAYIS,ALİ ŞAHAN,13.04.2002 - 14:30,,0,132,168,17,0.0
1274.0,https://www.tff.org/Default.aspx?pageId=397&macId=20090,İSTANBULSPOR A.Ş.                                 ,0.0,GALATASARAY                                       ,2.0,GÜNGÖREN BELEDİYE,ORHAN ERDEMİR,13.04.2002 - 14:30,,2,183,75,135,-2.0
1279.0,https://www.tff.org/Default.aspx?pageId=397&macId=20091,SAMSUNSPOR                                        ,3.0,DENİZLİSPOR                                       ,4.0,SAMSUN 19 MAYIS,EROL ERSOY,13.04.2002 - 14:30,,2,143,54,62,-1.0
1275.0,https://www.tff.org/Default.aspx?pageId=397&macId=20093,GAZİANTEPSPOR                                     ,3.0,KOCAELİSPOR                                       ,5.0,KAMİL OCAK,MURAT ILGAZ,14.04.2002 - 14:30,,2,81,111,112,-2.0
1277.0,https://www.tff.org/Default.aspx?pageId=397&macId=20094,BURSASPOR                                         ,0.0,ANTALYASPOR A.Ş.                                  ,1.0,BURSA ATATÜRK,ÜNSAL ÇİMEN,14.04.2002 - 14:30,,2,42,18,211,-1.0
1278.0,https://www.tff.org/Default.aspx?pageId=397&macId=20095,DİYARBAKIRSPOR                                    ,1.0,ÇAYKUR RİZESPOR                                   ,0.0,DİYARBAKIR ATATÜRK,METİN TOKAT,14.04.2002 - 14:30,,1,56,175,109,1.0
1272.0,https://www.tff.org/Default.aspx?pageId=397&macId=20092,BEŞİKTAŞ                                          ,0.0,FENERBAHÇE                                        ,2.0,BEŞİKTAŞ İNÖNÜ,MUHİTTİN BOŞAT,14.04.2002 - 19:06,,2,33,67,111,-2.0
1280.0,https://www.tff.org/Default.aspx?pageId=397&macId=20264,GENÇLERBİRLİĞİ                                    ,1.0,BEŞİKTAŞ                                          ,1.0,ANKARA 19 MAYIS,ÜNSAL ÇİMEN,20.04.2002 - 19:00,,0,85,33,211,0.0
1281.0,https://www.tff.org/Default.aspx?pageId=397&macId=20265,DENİZLİSPOR                                       ,1.0,İSTANBULSPOR A.Ş.                                 ,1.0,DENİZLİ ATATÜRK,MURAT ILGAZ,21.04.2002 - 14:30,,0,54,183,112,0.0
1282.0,https://www.tff.org/Default.aspx?pageId=397&macId=20266,MALATYASPOR                                       ,2.0,BURSASPOR                                         ,1.0,MALATYA İNÖNÜ,BÜLENT UZUN,21.04.2002 - 14:30,,1,121,42,38,1.0
1283.0,https://www.tff.org/Default.aspx?pageId=397&macId=20267,GAZİANTEPSPOR                                     ,4.0,GÖZTEPE A.Ş.                                      ,0.0,KAMİL OCAK,METİN TOKAT,21.04.2002 - 14:30,,1,81,91,109,4.0
1285.0,https://www.tff.org/Default.aspx?pageId=397&macId=20269,SAMSUNSPOR                                        ,1.0,ÇAYKUR RİZESPOR                                   ,0.0,SAMSUN 19 MAYIS,MUSTAFA ÇULCU,21.04.2002 - 14:30,,1,143,175,121,1.0
1286.0,https://www.tff.org/Default.aspx?pageId=397&macId=20270,ANTALYASPOR A.Ş.                                  ,0.0,DİYARBAKIRSPOR                                    ,0.0,ANTALYA ATATÜRK,ALİ AYDIN,21.04.2002 - 14:30,,0,18,56,13,0.0
1288.0,https://www.tff.org/Default.aspx?pageId=397&macId=20272,KOCAELİSPOR                                       ,4.0,YİMPAŞ YOZGATSPOR A.Ş.                            ,3.0, İSMETPAŞA,BÜLENT DEMİRLEK,21.04.2002 - 14:30,,1,111,168,37,1.0
1284.0,https://www.tff.org/Default.aspx?pageId=397&macId=20268,GALATASARAY                                       ,2.0,MKE ANKARAGÜCÜ                                    ,0.0,ALİ SAMİ YEN,İSMET ARZUMAN,21.04.2002 - 19:00,,1,75,132,218,2.0
1287.0,https://www.tff.org/Default.aspx?pageId=397&macId=20271,FENERBAHÇE                                        ,3.0,TRABZONSPOR                                       ,0.0,FB ŞÜKRÜ SARACOĞLU,KUDDUSİ MÜFTÜOĞLU,21.04.2002 - 19:00,,1,67,156,94,3.0
1290.0,https://www.tff.org/Default.aspx?pageId=397&macId=20299,İSTANBULSPOR A.Ş.                                 ,3.0,ÇAYKUR RİZESPOR                                   ,1.0,GÜNGÖREN BELEDİYE,BÜLENT UZUN,27.04.2002 - 15:30,,1,183,175,38,2.0
1291.0,https://www.tff.org/Default.aspx?pageId=397&macId=20300,YİMPAŞ YOZGATSPOR A.Ş.                            ,1.0,GAZİANTEPSPOR                                     ,2.0,YOZGAT BOZOK,ŞAHİN TAŞKINSOY,27.04.2002 - 15:30,,2,168,81,221,-1.0
1293.0,https://www.tff.org/Default.aspx?pageId=397&macId=20301,BEŞİKTAŞ                                          ,1.0,GÖZTEPE A.Ş.                                      ,2.0,BEŞİKTAŞ İNÖNÜ,MURAT ILGAZ,27.04.2002 - 15:30,,2,33,91,112,-1.0
1294.0,https://www.tff.org/Default.aspx?pageId=397&macId=20302,TRABZONSPOR                                       ,0.0,GENÇLERBİRLİĞİ                                    ,0.0,HÜSEYİN AVNİ AKER,KAZIM ERÇAKIR,27.04.2002 - 15:30,,0,156,85,91,0.0
1295.0,https://www.tff.org/Default.aspx?pageId=397&macId=20303,DİYARBAKIRSPOR                                    ,0.0,MALATYASPOR                                       ,0.0,DİYARBAKIR ATATÜRK,EROL ERSOY,27.04.2002 - 15:30,,0,56,121,62,0.0
1296.0,https://www.tff.org/Default.aspx?pageId=397&macId=20304,SAMSUNSPOR                                        ,2.0,ANTALYASPOR A.Ş.                                  ,0.0,SAMSUN 19 MAYIS,ÜNSAL ÇİMEN,27.04.2002 - 15:30,,1,143,18,211,2.0
1297.0,https://www.tff.org/Default.aspx?pageId=397&macId=20305,MKE ANKARAGÜCÜ                                    ,1.0,DENİZLİSPOR                                       ,1.0,ANKARA 19 MAYIS,REHA BİÇİCİ,27.04.2002 - 15:30,,0,132,54,143,0.0
1289.0,https://www.tff.org/Default.aspx?pageId=397&macId=20306,BURSASPOR                                         ,0.0,FENERBAHÇE                                        ,1.0,BURSA ATATÜRK,MUSTAFA ÇULCU,28.04.2002 - 19:00,,2,42,67,121,-1.0
1292.0,https://www.tff.org/Default.aspx?pageId=397&macId=20307,KOCAELİSPOR                                       ,0.0,GALATASARAY                                       ,2.0, İSMETPAŞA,METİN TOKAT,28.04.2002 - 19:00,,2,111,75,109,-2.0
1300.0,https://www.tff.org/Default.aspx?pageId=397&macId=20399,GÖZTEPE A.Ş.                                      ,4.0,TRABZONSPOR                                       ,2.0,İZMİR ALSANCAK,İBRAHİM ÇINAR,3.05.2002 - 20:00,,1,91,156,214,2.0
1304.0,https://www.tff.org/Default.aspx?pageId=397&macId=20405,FENERBAHÇE                                        ,3.0,DİYARBAKIRSPOR                                    ,1.0,FB ŞÜKRÜ SARACOĞLU,BÜLENT DEMİRLEK,4.05.2002 - 15:30,,1,67,56,37,2.0
1298.0,https://www.tff.org/Default.aspx?pageId=397&macId=20400,GAZİANTEPSPOR                                     ,1.0,BEŞİKTAŞ                                          ,0.0,KAMİL OCAK,KADİR TOZLU,4.05.2002 - 17:30,,1,81,33,90,1.0
1299.0,https://www.tff.org/Default.aspx?pageId=397&macId=20401,SAMSUNSPOR                                        ,1.0,MALATYASPOR                                       ,1.0,SAMSUN 19 MAYIS,BÜLENT UZUN,4.05.2002 - 17:30,,0,143,121,38,0.0
1301.0,https://www.tff.org/Default.aspx?pageId=397&macId=20402,DENİZLİSPOR                                       ,4.0,KOCAELİSPOR                                       ,0.0,DENİZLİ ATATÜRK,İSMET ARZUMAN,4.05.2002 - 17:30,,1,54,111,218,4.0
1302.0,https://www.tff.org/Default.aspx?pageId=397&macId=20403,ÇAYKUR RİZESPOR                                   ,3.0,MKE ANKARAGÜCÜ                                    ,2.0,RİZE ATATÜRK,ÇETİN SARIGÜL,4.05.2002 - 17:30,,1,175,132,201,1.0
1303.0,https://www.tff.org/Default.aspx?pageId=397&macId=20404,ANTALYASPOR A.Ş.                                  ,2.0,İSTANBULSPOR A.Ş.                                 ,0.0,ANTALYA ATATÜRK,SELÇUK DERELİ,4.05.2002 - 17:30,,1,18,183,154,2.0
1305.0,https://www.tff.org/Default.aspx?pageId=397&macId=20406,GENÇLERBİRLİĞİ                                    ,3.0,BURSASPOR                                         ,2.0,ANKARA 19 MAYIS,CEM TOSYALI,4.05.2002 - 17:30,,1,85,42,45,1.0
1306.0,https://www.tff.org/Default.aspx?pageId=397&macId=20407,GALATASARAY                                       ,5.0,YİMPAŞ YOZGATSPOR A.Ş.                            ,0.0,ALİ SAMİ YEN,MURAT ILGAZ,4.05.2002 - 19:30,,1,75,168,112,5.0
1007.0,https://www.tff.org/Default.aspx?pageId=397&macId=36345,MKE ANKARAGÜCÜ                                    ,0.0,GALATASARAY                                       ,0.0,ANKARA 19 MAYIS,İLHAMİ KAPLAN,1.08.1997 - 20:00,,0,132,75,216,0.0
1002.0,https://www.tff.org/Default.aspx?pageId=397&macId=36346,FENERBAHÇE                                        ,3.0,GAZİANTEPSPOR                                     ,0.0,FB ŞÜKRÜ SARACOĞLU,ÜNSAL ÇİMEN,2.08.1997 - 16:00,,1,67,81,211,3.0
1004.0,https://www.tff.org/Default.aspx?pageId=397&macId=36347,GENÇLERBİRLİĞİ                                    ,0.0,ANTALYASPOR                                       ,0.0,ANKARA 19 MAYIS,BÜLENT UZUN,2.08.1997 - 16:00,,0,85,16,38,0.0
1005.0,https://www.tff.org/Default.aspx?pageId=397&macId=36348,KOCAELİSPOR                                       ,1.0,TRABZONSPOR                                       ,3.0, İSMETPAŞA,ORHAN ERDEMİR,2.08.1997 - 20:00,,2,111,156,135,-2.0
1001.0,https://www.tff.org/Default.aspx?pageId=397&macId=36349,BEŞİKTAŞ                                          ,2.0,ŞEKERSPOR                                         ,1.0,BEŞİKTAŞ İNÖNÜ,OĞUZ SARVAN,3.08.1997 - 16:00,,1,33,187,140,1.0
1003.0,https://www.tff.org/Default.aspx?pageId=397&macId=36350,SAMSUNSPOR                                        ,2.0,VANSPOR A.Ş.                                      ,0.0,SAMSUN 19 MAYIS,SERDAR ÇAKIR,3.08.1997 - 16:00,,1,143,161,158,2.0
1008.0,https://www.tff.org/Default.aspx?pageId=397&macId=36352,KARDEMİR D.Ç. KARABÜKSPOR                         ,3.0,KAYSERİSPOR                                       ,0.0,KARABÜK YENİŞEHİR,OSMAN AVCI,3.08.1997 - 16:00,,1,98,107,136,3.0
1009.0,https://www.tff.org/Default.aspx?pageId=397&macId=36353,DARDANELSPOR A.Ş.                                 ,1.0,İSTANBULSPOR A.Ş                                  ,1.0,18 MART,GALİP BİTİGEN,3.08.1997 - 16:00,,0,50,181,67,0.0
1006.0,https://www.tff.org/Default.aspx?pageId=397&macId=36351,BURSASPOR                                         ,1.0,ALTAY                                             ,0.0,BURSA ATATÜRK,YILNUR ÖNEN,3.08.1997 - 19:00,,1,42,13,186,1.0
1017.0,https://www.tff.org/Default.aspx?pageId=397&macId=36369,TRABZONSPOR                                       ,2.0,VANSPOR A.Ş.                                      ,0.0,HÜSEYİN AVNİ AKER,AHMET ÇAKAR,8.08.1997 - 20:00,,1,156,161,9,2.0
1016.0,https://www.tff.org/Default.aspx?pageId=397&macId=36372,ŞEKERSPOR                                         ,1.0,DARDANELSPOR A.Ş.                                 ,4.0,ANKARA 19 MAYIS,KADİR TOZLU,9.08.1997 - 17:00,,2,187,50,90,-3.0
1014.0,https://www.tff.org/Default.aspx?pageId=397&macId=36371,SAMSUNSPOR                                        ,0.0,FENERBAHÇE                                        ,2.0,SAMSUN 19 MAYIS,METİN TOKAT,9.08.1997 - 19:00,,2,143,67,109,-2.0
1018.0,https://www.tff.org/Default.aspx?pageId=397&macId=36373,İSTANBULSPOR A.Ş                                  ,2.0,KARDEMİR D.Ç. KARABÜKSPOR                         ,1.0,BEŞİKTAŞ İNÖNÜ,İBRAHİM AKSOY,9.08.1997 - 19:00,,1,181,98,213,1.0
1012.0,https://www.tff.org/Default.aspx?pageId=397&macId=36370,GALATASARAY                                       ,4.0,BURSASPOR                                         ,0.0,ALİ SAMİ YEN,EROL ERSOY,9.08.1997 - 20:00,,1,75,42,62,4.0
1011.0,https://www.tff.org/Default.aspx?pageId=397&macId=36375,KAYSERİSPOR                                       ,1.0,MKE ANKARAGÜCÜ                                    ,1.0,KAYSERİ ATATÜRK,ADNAN ŞEKER,10.08.1997 - 17:00,,0,107,132,7,0.0
1013.0,https://www.tff.org/Default.aspx?pageId=397&macId=36376,ALTAY                                             ,1.0,KOCAELİSPOR                                       ,0.0,İZMİR ALSANCAK,MUHİTTİN BOŞAT,10.08.1997 - 17:00,,1,13,111,111,1.0
1010.0,https://www.tff.org/Default.aspx?pageId=397&macId=36374,GAZİANTEPSPOR                                     ,1.0,ANTALYASPOR                                       ,3.0,KAMİL OCAK,ALİ ULUYOL,10.08.1997 - 19:00,,2,81,16,16,-2.0
1015.0,https://www.tff.org/Default.aspx?pageId=397&macId=36377,GENÇLERBİRLİĞİ                                    ,2.0,BEŞİKTAŞ                                          ,2.0,ANKARA 19 MAYIS,MUSTAFA ÇULCU,10.08.1997 - 19:00,,0,85,33,121,0.0
1027.0,https://www.tff.org/Default.aspx?pageId=397&macId=36462,BURSASPOR                                         ,1.0,KAYSERİSPOR                                       ,0.0,BURSA ATATÜRK,NECDET ERDİLEK,22.08.1997 - 20:00,,1,42,107,130,1.0
1022.0,https://www.tff.org/Default.aspx?pageId=397&macId=36463,BEŞİKTAŞ                                          ,2.0,GAZİANTEPSPOR                                     ,1.0,BEŞİKTAŞ İNÖNÜ,İLHAMİ KAPLAN,23.08.1997 - 19:00,,1,33,81,216,1.0
1023.0,https://www.tff.org/Default.aspx?pageId=397&macId=36464,FENERBAHÇE                                        ,1.0,TRABZONSPOR                                       ,3.0,FB ŞÜKRÜ SARACOĞLU,EROL ERSOY,23.08.1997 - 19:00,,2,67,156,62,-2.0
1025.0,https://www.tff.org/Default.aspx?pageId=397&macId=36465,MKE ANKARAGÜCÜ                                    ,0.0,İSTANBULSPOR A.Ş                                  ,5.0,ANKARA 19 MAYIS,SADIK İLHAN,23.08.1997 - 19:00,,2,132,181,148,-5.0
1019.0,https://www.tff.org/Default.aspx?pageId=397&macId=36466,DARDANELSPOR A.Ş.                                 ,1.0,KARDEMİR D.Ç. KARABÜKSPOR                         ,1.0,18 MART,VAHAP BEYAZ,24.08.1997 - 17:00,,0,50,98,177,0.0
1024.0,https://www.tff.org/Default.aspx?pageId=397&macId=36469,ALTAY                                             ,3.0,VANSPOR A.Ş.                                      ,2.0,İZMİR ALSANCAK,GALİP BİTİGEN,24.08.1997 - 17:00,,1,13,161,67,1.0
1026.0,https://www.tff.org/Default.aspx?pageId=397&macId=36470,ŞEKERSPOR                                         ,0.0,GENÇLERBİRLİĞİ                                    ,0.0,ANKARA 19 MAYIS,MUSTAFA KALKANDELEN,24.08.1997 - 17:00,,0,187,85,117,0.0
1020.0,https://www.tff.org/Default.aspx?pageId=397&macId=36467,SAMSUNSPOR                                        ,2.0,ANTALYASPOR                                       ,2.0,SAMSUN 19 MAYIS,MURAT ILGAZ,24.08.1997 - 19:00,,0,143,16,112,0.0
